Series_Title,Overview,IMDB_Rating,Poster_Link,Film-Noir,Sport,Mystery,War,Thriller,History,Musical,Fantasy,Animation,Comedy,Adventure,Action,Horror,Music,Sci-Fi,Biography,Western,Crime,Drama,Family,Romance,Emotion
Marriage Story,noah baumbachs incisive and compassionate look at a marriage breaking up and a family staying together,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Call Me by Your Name,in s italy romance blossoms between a seventeenyearold student and the older man hired as his fathers research assistant,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
"I, Daniel Blake",after having suffered a heartattack a yearold carpenter must fight the bureaucratic forces of the system in order to receive employment and support allowance,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Isle of Dogs,set in japan isle of dogs follows a boys odyssey in search of his lost dog,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Hunt for the Wilderpeople,a national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild new zealand bush,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Happy
Captain Fantastic,in the forests of the pacific northwest a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world challenging his idea of what it means to be a parent,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Sing Street,a boy growing up in dublin during the s escapes his strained family life by starting a band to impress the mysterious girl he likes,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Happy
Thor: Ragnarok,imprisoned on the planet sakaar thor must race against time to return to asgard and stop ragnarök the destruction of his world at the hands of the powerful and ruthless villain hela,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Angry
Nightcrawler,when louis bloom a con man desperate for work muscles into the world of la crime journalism he blurs the line between observer and participant to become the star of his own story,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Jojo Rabbit,a young boy in hitlers army finds out his mother is hiding a jewish girl in their home,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Angry
Arrival,a linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Sad
Star Wars: Episode VII - The Force Awakens,as a new threat to the galaxy rises rey a desert scavenger and finn an exstormtrooper must join han solo and chewbacca to search for the one hope of restoring peace,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Before Midnight,we meet jesse and celine nine years on in greece almost two decades have passed since their first meeting on that train bound for vienna,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
X-Men: Days of Future Past,the xmen send wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Bir Zamanlar Anadolu'da,a group of men set out in search of a dead body in the anatolian steppes,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTRkMDRiYmEtNGM4YS00NzM3LWI4MTMtYzk1MmVjMjM3ODg1XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
The Artist,an egomaniacal film star develops a relationship with a young dancer against the backdrop of hollywoods silent era,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Edge of Tomorrow,a soldier fighting aliens gets to relive the same day over and over again the day restarting every time he dies,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Amour,georges and anne are an octogenarian couple they are cultivated retired music teachers their daughter also a musician lives in britain with her family one day anne has a stroke and the couples bond of love is severely tested,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
The Irishman,an old man recalls his time painting houses for his friend jimmy hoffa through the s,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Un prophète,a young arab man is sent to a french prison,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Moon,astronaut sam bell has a quintessentially personal encounter toward the end of his threeyear stint on the moon where he working alongside his computer gerty sends back to earth parcels of a resource that has helped diminish our planets power problems,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Disgust
Låt den rätte komma in,oskar an overlooked and bullied boy finds love and revenge through eli a beautiful but peculiar girl,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
District 9,violence ensues after an extraterrestrial race forced to live in slumlike conditions on earth finds a kindred spirit in a government agent exposed to their biotechnology,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Angry
The Wrestler,a faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Jab We Met,a depressed wealthy businessman finds his life changing after he meets a spunky and carefree young woman,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Boyhood,the life of mason from early childhood to his arrival at college,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
"4 luni, 3 saptamâni si 2 zile",a woman assists her friend in arranging an illegal abortion in s romania,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYzU1YWUzNjYtNmVhZi00ODUyLTg4M2ItMTFlMmU1Mzc5OTE5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Star Trek,the brash james t kirk tries to live up to his fathers legacy with mr spock keeping him in check as a vengeful romulan from the future creates black holes to destroy the federation one planet at a time,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
In Bruges,guiltstricken after a job gone wrong hitman ray and his partner await orders from their ruthless boss in bruges belgium the last place in the world ray wants to be,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Angry
The Man from Earth,an impromptu goodbye party for professor john oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
Letters from Iwo Jima,the story of the battle of iwo jima between the united states and imperial japan during world war ii as told from the perspective of the japanese who fought it,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Angry
The Fall,in a hospital on the outskirts of s los angeles an injured stuntman begins to tell a fellow patient a little girl with a broken arm a fantastic story of five mythical heroes thanks to his fractured state of mind and her vivid imagination the line between fiction and reality blurs as the tale advances,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Life of Pi,a young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery while cast away he forms an unexpected connection with another survivor a fearsome bengal tiger,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Fantastic Mr. Fox,an urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers retaliation,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
C.R.A.Z.Y.,a young frenchcanadian growing up in the s and s struggles to reconcile his emerging homosexuality with his fathers conservative values and his own catholic beliefs,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTU3MDc2MjUwMV5BMl5BanBnXkFtZTcwNzQyMDAzMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Les choristes,the new teacher at a severely administered boys boarding school works to positively affect the students lives through music,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOGY1M2MwOTEtZDIyNi00YjNlLWExYmEtNzBjOGI3N2QzNTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sad
Iron Man,after being held captive in an afghan cave billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Shaun of the Dead,a mans uneventful life is disrupted by the zombie apocalypse,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fear
Gegen die Wand,with the intention to break free from the strict familial restrictions a suicidal young woman sets up a marriage of convenience with a fortyyearold addict an act that will lead to an outburst of envious love,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BODBiNzYxNzYtMjkyMi00MjUyLWJkM2YtZjNkMDhhYmEwMTRiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Mystic River,the lives of three men who were childhood friends are shattered when one of them has a family tragedy,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Harry Potter and the Prisoner of Azkaban,harry potter ron and hermione return to hogwarts school of witchcraft and wizardry for their third year of study where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Happy
Ying xiong,a defense officer nameless was summoned by the king of qin regarding his success of terminating three warriors,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Hable con ella,two men share an odd friendship while they care for two women who are both in deep comas,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYmVmMGQ3NzEtM2FiNi00YThhLWFkZjYtM2Y0MjZjNGE4NzM0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Disgust
No Man's Land,bosnia and herzegovina during  at the time of the heaviest fighting between the two warring sides two soldiers from opposing sides in the conflict nino and ciki become trapped in no mans land whilst a third soldier becomes a living booby trap,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Angry
Cowboy Bebop: Tengoku no tobira,a terrorist explosion releases a deadly virus on the masses and its up the bountyhunting bebop crew to catch the coldblooded culprit,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjYzYWM4YTItZjJiMC00OTM5LTg3NDgtOGQ2Njk2ZWNhN2QwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Angry
The Bourne Identity,a man is picked up by a fishing boat bulletriddled and suffering from amnesia before racing to elude assassins and attempting to regain his memory,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Angry
Nueve reinas,two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps the nine queens,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTYxMDdlYjItMDVkYy00MjYzLThhMTYtYjIzZjZiODk1ZWRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Children of Men,in  in a chaotic world in which women have become somehow infertile a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Sad
Almost Famous,a highschool boy is given the chance to write a story for rolling stone magazine about an upandcoming rock band as he accompanies them on their concert tour,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Happy
Mulholland Dr.,after a car wreck on the winding mulholland drive renders a woman amnesiac she and a perky hollywoodhopeful search for clues and answers across los angeles in a twisting venture beyond dreams and reality,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYjBhZmViNTItMGExMy00MGNmLTkwZDItMDVlMTQ4ODVkYTMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
Toy Story 2,when woody is stolen by a toy collector buzz and his friends set out on a rescue mission to save woody before he becomes a museum toy property with his roundup gang jessie prospector and bullseye,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Boogie Nights,back when sex was safe pleasure was a business and business was booming an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Mimi wo sumaseba,a love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Happy
Once Were Warriors,a family descended from maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTY4MTdjZDMtOTBiMC00MDEwLThhMjUtMjlhMjdlYTBmMzk3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
True Romance,in detroit a lonely pop culture geek marries a call girl steals cocaine from her pimp and tries to sell it in hollywood meanwhile the owners of the cocaine the mob track them down in an attempt to reclaim it,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMDViNjFjOWMtZGZhMi00NmIyLThmYzktODA4MzJhZDZhMDc5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Angry
Trois couleurs: Bleu,a woman struggles to find a way to live her life after the death of her husband and child,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjg5OGU4OGYtNTZmNy00MjQ1LWIzYzgtMTllMGY2NzlkNzYwXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR2,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Disgust
Jûbê ninpûchô,a vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers  with a ghost from his past as their leader  who are bent on overthrowing the tokugawa shogunate,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOTMyZGI4N2YtMzdkNi00MDZmLTg4NmItMzg0ODY5NjdhZjYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Carlito's Way,a puerto rican former convict just released from prison pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of nyc,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Edward Scissorhands,an artificial man who was incompletely constructed and has scissors for hands leads a solitary life then one day a suburban lady meets him and introduces him to her world,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
My Left Foot: The Story of Christy Brown,christy brown born with cerebral palsy learns to paint and write with his only controllable limb  his left foot,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Crimes and Misdemeanors,an ophthalmologists mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
The Untouchables,during the era of prohibition in the united states federal agent eliot ness sets out to stop ruthless chicago gangster al capone and because of rampant corruption assembles a small handpicked team to help him,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
